,gid,UF,nome,PIB,PIB_percapita
3282,4841.0,SÃO PAULO,São Francisco,26442.50976562,9137.00976562
3283,4693.0,SÃO PAULO,Ocauçu,44971.85546875,10359.79003906
3287,89.0,SÃO PAULO,Ipiguá,34386.9375,8085.33984375
3294,1917.0,SÃO PAULO,Pedreira,608301.1875,14926.90039062
3297,4757.0,SÃO PAULO,Potim,150657.84375,7289.43017578
3298,4813.0,SÃO PAULO,Santa Fé do Sul,559734.875,19174.25976562
3311,4686.0,SÃO PAULO,Nova Granada,221840.3125,11873.91015625
3324,4768.0,SÃO PAULO,Quatá,327698.0625,26134.31054688
3335,5131.0,SÃO PAULO,Caçapava,2136769.25,25085.05078125
3357,5459.0,SÃO PAULO,Guaratinguetá,2336862.5,20615.0703125
3361,1754.0,SÃO PAULO,São Pedro,348302.53125,11030.95996094
3363,4752.0,SÃO PAULO,Pontalinda,38302.2890625,9119.58984375
3371,1139.0,SÃO PAULO,Batatais,895422.4375,15854.91992188
3374,4292.0,SÃO PAULO,Elias Fausto,528139.1875,34491.8515625
3376,4815.0,SÃO PAULO,Santa Lúcia,64988.95703125,7970.18994141
3382,4584.0,SÃO PAULO,Jales,668454.875,13370.16992188
3389,4196.0,SÃO PAULO,Aparecida d'Oeste,46590.22265625,10132.71972656
3394,4200.0,SÃO PAULO,Arandu,68926.9375,11095.76953125
3401,4273.0,SÃO PAULO,Coronel Macedo,58621.4140625,10971.62988281
3421,4659.0,SÃO PAULO,Mirante do Paranapanema,122058.875,6732.04980469
3425,4574.0,SÃO PAULO,Itatiba,2928060.75,29562.33984375
3433,5065.0,SÃO PAULO,Osasco,31616452.0,43994.46875
3438,4190.0,SÃO PAULO,Analândia,70821.875,15537.9296875
3455,5079.0,SÃO PAULO,Poá,2275422.0,20229.390625
3460,4869.0,SÃO PAULO,Taguaí,120494.609375,11106.51953125
3467,682.0,SÃO PAULO,Guatapará,92286.71875,14460.46972656
3473,4250.0,SÃO PAULO,Cândido Rodrigues,48428.26171875,17483.13085938
3483,4811.0,SÃO PAULO,Santa Cruz do Rio Pardo,821050.5,18882.09960938
3491,4184.0,SÃO PAULO,Álvaro de Carvalho,36335.70703125,7290.47021484
3496,4186.0,SÃO PAULO,Americana,6126170.5,29850.41015625
3508,1767.0,SÃO PAULO,Salto de Pirapora,479193.375,12095.95996094
3510,4427.0,SÃO PAULO,Avaí,46511.03125,8996.33007812
3512,4743.0,SÃO PAULO,Pirapozinho,393270.96875,15583.73046875
3517,4776.0,SÃO PAULO,Reginópolis,64745.5625,7922.85009766
3525,4300.0,SÃO PAULO,Euclides da Cunha Paulista,61219.453125,6020.79980469
3536,4436.0,SÃO PAULO,Embaúba,35835.5,14674.65039062
3544,4708.0,SÃO PAULO,Palmares Paulista,71329.03125,6074.68994141
3546,4861.0,SÃO PAULO,Severínia,182392.53125,11612.1796875
3551,4763.0,SÃO PAULO,Presidente Epitácio,410311.84375,10034.28027344
3555,4866.0,SÃO PAULO,Tabapuã,142219.609375,11871.41992188
3559,4853.0,SÃO PAULO,São Pedro do Turvo,95514.3671875,12839.6796875
3568,4771.0,SÃO PAULO,Quintana,65366.13671875,10989.59960938
3569,4703.0,SÃO PAULO,Ouro Verde,72577.4375,8892.11035156
3600,4536.0,SÃO PAULO,Ipeúna,114837.3984375,20178.76953125
3616,4303.0,SÃO PAULO,Fernando Prestes,92881.0078125,17485.13085938
3627,4691.0,SÃO PAULO,Nova Odessa,1602155.25,32862.03125
3630,4789.0,SÃO PAULO,Rio das Pedras,929610.4375,32643.109375
3644,4529.0,SÃO PAULO,Ilhabela,303694.3125,11675.61035156
3664,4349.0,SÃO PAULO,Turmalina,27111.48828125,13846.51953125
3680,3780.0,SÃO PAULO,Guareí,132047.078125,8851.53027344
3703,4569.0,SÃO PAULO,Itápolis,656431.4375,16243.87988281
3718,5005.0,SÃO PAULO,Bertioga,665977.0625,15056.11035156
3739,5133.0,SÃO PAULO,Monteiro Lobato,36359.76953125,8465.59960938
3743,4296.0,SÃO PAULO,Espírito Santo do Pinhal,670886.1875,15875.20996094
3749,4732.0,SÃO PAULO,Piacatu,56237.203125,10277.26953125
3750,4534.0,SÃO PAULO,Inúbia Paulista,51121.6015625,13309.45019531
3753,5035.0,SÃO PAULO,Cajamar,4134485.0,64931.05078125
3770,4665.0,SÃO PAULO,Monções,143834.265625,67559.5390625
3785,4182.0,SÃO PAULO,Álvares Florence,56580.80859375,14597.73046875
3791,4284.0,SÃO PAULO,Dobrada,67685.765625,8240.29003906
3810,4727.0,SÃO PAULO,Pedregulho,243681.765625,15445.37988281
3817,4846.0,SÃO PAULO,São Joaquim da Barra,902304.875,19542.25
3828,5062.0,SÃO PAULO,Mogi das Cruzes,7712574.0,20552.1796875
3835,4213.0,SÃO PAULO,Bariri,512013.15625,15391.01953125
3842,5084.0,SÃO PAULO,Santa Isabel,748769.6875,15964.55957031
3855,4632.0,SÃO PAULO,Lucélia,206526.3125,10181.73046875
3860,4248.0,SÃO PAULO,Canas,34601.5703125,7261.60986328
3884,4802.0,SÃO PAULO,Salto Grande,112990.6875,12599.3203125
3885,1768.0,SÃO PAULO,Sorocaba,14182597.0,24272.25976562
3893,3784.0,SÃO PAULO,Holambra,504277.21875,49322.890625
3911,5007.0,SÃO PAULO,Bom Jesus dos Perdões,226661.453125,12597.20019531
3925,3776.0,SÃO PAULO,Guaraci,105016.4453125,11102.28027344
3932,4662.0,SÃO PAULO,Mogi Guaçu,2516744.75,17997.83007812
3936,4201.0,SÃO PAULO,Arapeí,26350.2578125,10205.37011719
3938,5098.0,SÃO PAULO,Santa Branca,136662.890625,9845.3203125
3947,4526.0,SÃO PAULO,Igaraçu do Tietê,158198.953125,6557.74023438
3951,5040.0,SÃO PAULO,Embu-Guaçu,525667.75,8459.8203125
3954,4260.0,SÃO PAULO,Catanduva,2204609.25,19201.91015625
3955,4699.0,SÃO PAULO,Oscar Bressane,29025.16992188,11445.25976562
3972,4778.0,SÃO PAULO,Ribeira,22336.42382812,6300.81982422
3985,4857.0,SÃO PAULO,Sebastianópolis do Sul,55175.2109375,17746.9296875
3992,4797.0,SÃO PAULO,Sales,58483.06640625,10832.20019531
4004,4758.0,SÃO PAULO,Potirendaba,220335.984375,14564.78027344
4020,4664.0,SÃO PAULO,Mombuca,32034.41796875,9229.16015625
4034,4844.0,SÃO PAULO,São João de Iracema,27870.24804688,15397.9296875
4046,4367.0,SÃO PAULO,Zacarias,40574.765625,16718.0703125
4061,4537.0,SÃO PAULO,Iporanga,26467.31445312,5526.68994141
4087,4570.0,SÃO PAULO,Itaporanga,119303.3828125,8071.95019531
4088,5092.0,SÃO PAULO,Taboão da Serra,4035662.5,17751.4296875
4093,4760.0,SÃO PAULO,Pratânia,57335.59375,12426.44042969
4094,4210.0,SÃO PAULO,Bálsamo,122756.9453125,14921.23046875
4097,2010.0,SÃO PAULO,Jambeiro,741862.5625,133668.9375
4102,4218.0,SÃO PAULO,Bauru,6795517.5,18906.41992188
4106,4736.0,SÃO PAULO,Pindorama,188864.96875,12282.29980469
4107,4535.0,SÃO PAULO,Ipaussu,196485.703125,14438.98046875
4110,4232.0,SÃO PAULO,Brotas,349527.03125,15444.61035156
4113,4683.0,SÃO PAULO,Nova Canaã Paulista,29424.88671875,13547.37011719
4146,4253.0,SÃO PAULO,Capela do Alto,171665.59375,9962.01953125
4151,5048.0,SÃO PAULO,Igaratá,84243.1015625,9412.63964844
4160,4717.0,SÃO PAULO,Parapuã,158726.65625,13920.95019531
4171,5034.0,SÃO PAULO,Caieiras,1701764.0,19291.75
4175,5006.0,SÃO PAULO,Biritiba-Mirim,274942.125,9272.91992188
4187,4677.0,SÃO PAULO,Neves Paulista,109796.90625,12047.05957031
4189,4761.0,SÃO PAULO,Presidente Alves,56340.34375,12472.95996094
4194,3768.0,SÃO PAULO,Getulina,95387.296875,8703.21972656
4209,4719.0,SÃO PAULO,Pariquera-Açu,195529.34375,10335.62011719
4214,4540.0,SÃO PAULO,Irapuã,87297.953125,12510.45019531
4217,4221.0,SÃO PAULO,Bilac,81456.890625,10869.61035156
4221,4247.0,SÃO PAULO,Cananéia,101507.171875,8203.25976562
4222,4777.0,SÃO PAULO,Restinga,77990.484375,11307.88964844
4227,4208.0,SÃO PAULO,Assis,1258275.5,12746.54980469
4238,4747.0,SÃO PAULO,Planalto,67959.9921875,15797.29980469
4241,4804.0,SÃO PAULO,Santa Adélia,182430.5625,12549.40039062
4245,4642.0,SÃO PAULO,Marabá Paulista,53846.234375,8980.36035156
4246,4362.0,SÃO PAULO,Vinhedo,5796770.0,90959.6875
4257,4962.0,SÃO PAULO,Mairinque,913807.375,20931.0390625
4260,4193.0,SÃO PAULO,Anhembi,91269.3828125,15828.88964844
4263,4646.0,SÃO PAULO,Marília,3433664.75,15197.37988281
4283,4185.0,SÃO PAULO,Alvinlândia,28287.68359375,9859.76953125
4290,3778.0,SÃO PAULO,Guarantã,126651.2890625,18959.76953125
4316,4261.0,SÃO PAULO,Catiguá,92067.9375,12699.03027344
4317,4288.0,SÃO PAULO,Dracena,575597.5,12990.53027344
4325,4243.0,SÃO PAULO,Cajobi,114091.1171875,11398.84960938
4328,4783.0,SÃO PAULO,Ribeirão dos Índios,29097.18359375,12558.12988281
4332,4545.0,SÃO PAULO,Itaju,43299.421875,15954.09960938
4349,5132.0,SÃO PAULO,Jacareí,4832375.5,22705.97070312
4365,4350.0,SÃO PAULO,Ubarana,72422.71875,14917.13964844
4374,4252.0,SÃO PAULO,Capão Bonito,581425.25,12547.48046875
4386,71.0,SÃO PAULO,Bady Bassitt,192836.578125,13650.20996094
4387,4431.0,SÃO PAULO,Bebedouro,2530520.25,32597.19921875
4396,4228.0,SÃO PAULO,Borborema,201253.71875,13893.94042969
4400,4671.0,SÃO PAULO,Morro Agudo,644670.3125,24507.51953125
4410,4855.0,SÃO PAULO,Sarapuí,100062.3828125,11633.80957031
4418,4281.0,SÃO PAULO,Descalvado,626799.8125,20306.47070312
4423,4278.0,SÃO PAULO,Cruzália,56480.6953125,23973.13085938
4429,4423.0,SÃO PAULO,Arco-Íris,40812.21875,20304.58984375
4439,4297.0,SÃO PAULO,Espírito Santo do Turvo,99085.3359375,22377.0
4443,4775.0,SÃO PAULO,Regente Feijó,287317.21875,16209.71972656
4444,4234.0,SÃO PAULO,Buritama,230596.78125,14747.80957031
4459,5046.0,SÃO PAULO,Guarulhos,32473828.0,24993.65039062
4468,4433.0,SÃO PAULO,Borá,50332.71484375,60134.66015625
4481,4588.0,SÃO PAULO,José Bonifácio,741693.375,22785.58007812
4489,4817.0,SÃO PAULO,Santa Mercedes,21907.96289062,8439.12011719
4492,4787.0,SÃO PAULO,Rinópolis,90292.9296875,9620.98046875
4493,412.0,SÃO PAULO,Pradópolis,574455.5,34566.19140625
4505,4206.0,SÃO PAULO,Artur Nogueira,485116.6875,11152.36035156
4510,4824.0,SÃO PAULO,Santo Antônio da Alegria,95156.8203125,14994.76953125
4518,4254.0,SÃO PAULO,Capivari,884417.375,19089.109375
4543,4767.0,SÃO PAULO,Quadra,52995.9609375,19001.77929688
4546,4592.0,SÃO PAULO,Juquiá,145942.484375,7451.75
4547,4710.0,SÃO PAULO,Palmital,406439.09375,18207.18945312
4560,680.0,SÃO PAULO,Cravinhos,425249.71875,13784.87988281
4575,4723.0,SÃO PAULO,Paulistânia,23322.51171875,12217.13964844
4598,4620.0,SÃO PAULO,Lagoinha,48048.41796875,9787.8203125
4603,5039.0,SÃO PAULO,Embu,3698098.0,14868.40039062
4608,4216.0,SÃO PAULO,Barra do Turvo,44993.55078125,5844.08007812
4626,4871.0,SÃO PAULO,Taiúva,54916.61328125,9975.76953125
4651,4355.0,SÃO PAULO,Urânia,87492.9765625,9713.88964844
4679,4792.0,SÃO PAULO,Roseira,240654.0625,25260.2109375
4687,4867.0,SÃO PAULO,Tabatinga,163077.953125,10962.49023438
4691,4756.0,SÃO PAULO,Porto Ferreira,889695.1875,17414.26953125
4709,688.0,SÃO PAULO,Águas de Lindóia,172769.0625,10572.73046875
4748,4800.0,SÃO PAULO,Saltinho,107210.8046875,14996.62011719
4756,4684.0,SÃO PAULO,Nova Castilho,26578.25976562,23688.2890625
4760,4780.0,SÃO PAULO,Ribeirão Branco,203091.0,10914.75976562
4767,800.0,SÃO PAULO,Indaiatuba,5156607.5,28055.08007812
4773,4236.0,SÃO PAULO,Cabrália Paulista,113450.7734375,25967.22070312
4774,4546.0,SÃO PAULO,Itaóca,21155.91796875,6731.12011719
4798,3770.0,SÃO PAULO,Guaiçara,130954.9921875,11686.15039062
4809,4435.0,SÃO PAULO,Borebi,34413.14453125,14650.12988281
4826,4227.0,SÃO PAULO,Boituva,1223898.125,27254.66992188
4828,5036.0,SÃO PAULO,Campo Limpo Paulista,838058.875,11194.5703125
4842,129.0,SÃO PAULO,Onda Verde,129986.5,32456.05078125
4857,4648.0,SÃO PAULO,Martinópolis,292783.40625,11466.86035156
4858,686.0,SÃO PAULO,Aguaí,476532.65625,14844.79003906
4863,4877.0,SÃO PAULO,Taquaritinga,644853.5625,11585.16992188
4865,4585.0,SÃO PAULO,Jaú,1760822.5,12990.58984375
4868,4285.0,SÃO PAULO,Dois Córregos,363964.34375,13977.12988281
4870,3787.0,SÃO PAULO,Iaras,51714.51171875,9140.0703125
4875,4239.0,SÃO PAULO,Cafelândia,192295.0,11461.13964844
4880,4862.0,SÃO PAULO,Silveiras,46585.80078125,7975.64990234
4900,4700.0,SÃO PAULO,Osvaldo Cruz,411053.875,13065.50976562
4914,4589.0,SÃO PAULO,Júlio Mesquita,32815.91015625,7229.77001953
4919,5085.0,SÃO PAULO,Santana de Parnaíba,3233583.0,28285.11914062
4922,5078.0,SÃO PAULO,Pirapora do Bom Jesus,123798.3671875,7882.22998047
4923,4188.0,SÃO PAULO,Américo de Campos,49532.8203125,9025.66015625
4927,5037.0,SÃO PAULO,Carapicuíba,3068291.25,7813.29980469
4931,5088.0,SÃO PAULO,São Paulo,389317152.0,35271.9296875
4941,4223.0,SÃO PAULO,Birigui,1409186.625,12705.55957031
4949,5043.0,SÃO PAULO,Franco da Rocha,1564532.625,11909.71972656
4953,3783.0,SÃO PAULO,Herculândia,113647.359375,12454.50976562
4954,472.0,SÃO PAULO,São Simão,217419.265625,15173.37011719
4962,4695.0,SÃO PAULO,Olímpia,931039.375,18399.25976562
4971,4345.0,SÃO PAULO,Tuiuti,68014.0390625,10823.37011719
4984,4636.0,SÃO PAULO,Lutécia,45721.30078125,16014.46972656
4987,4245.0,SÃO PAULO,Campina do Monte Alegre,73844.609375,13281.40039062
4995,5067.0,SÃO PAULO,Ibirarema,97352.359375,13455.75
4996,4886.0,SÃO PAULO,Terra Roxa,76626.2578125,8890.38964844
5004,4643.0,SÃO PAULO,Maracaí,460151.53125,33563.19921875
5007,4369.0,SÃO PAULO,Estiva Gerbi,177056.328125,18334.50976562
5009,5097.0,SÃO PAULO,Barretos,1653910.75,14556.76953125
5032,4219.0,SÃO PAULO,Bento de Abreu,65185.91015625,21859.80078125
5037,4582.0,SÃO PAULO,Jaci,136558.5625,24578.58007812
5039,4668.0,SÃO PAULO,Monte Aprazível,439778.15625,20926.86914062
5041,4673.0,SÃO PAULO,Murutinga do Sul,43550.0,10151.51953125
5042,4865.0,SÃO PAULO,Suzanápolis,106581.4296875,28010.890625
5055,4692.0,SÃO PAULO,Nuporanga,139958.46875,19982.65039062
5056,4754.0,SÃO PAULO,Populina,59528.67578125,13996.87011719
5058,3785.0,SÃO PAULO,Iacanga,345773.4375,35529.53125
5087,1138.0,SÃO PAULO,Barrinha,267717.03125,9853.76953125
5088,4741.0,SÃO PAULO,Pirajuí,207463.359375,9348.55957031
5089,4368.0,SÃO PAULO,Chavantes,208633.546875,16443.36914062
5104,5083.0,SÃO PAULO,Salesópolis,153077.25,9542.87011719
5107,4651.0,SÃO PAULO,Meridiano,42162.82421875,10731.1796875
5115,5052.0,SÃO PAULO,Itaquaquecetuba,2861017.25,7963.79980469
5137,4299.0,SÃO PAULO,Estrela do Norte,27035.44726562,10927.83007812
5146,4720.0,SÃO PAULO,Parisi,21989.21679688,10232.29980469
5152,4356.0,SÃO PAULO,Uru,41700.69140625,29892.97070312
5160,4694.0,SÃO PAULO,Óleo,37124.59765625,13754.95019531
5167,4579.0,SÃO PAULO,Ituverava,515295.625,12604.45996094
5170,4856.0,SÃO PAULO,Sarutaiá,29042.109375,7662.83007812
5177,4870.0,SÃO PAULO,Taiaçu,61799.54296875,10142.70996094
5202,4730.0,SÃO PAULO,Pereira Barreto,684139.75,27611.890625
5225,4704.0,SÃO PAULO,Pacaembu,117579.875,8533.88964844
5234,4277.0,SÃO PAULO,Cristais Paulista,136067.734375,18298.50976562
5242,5033.0,SÃO PAULO,Cabreúva,1091386.375,25559.40039062
5243,4265.0,SÃO PAULO,Charqueada,165578.0625,10735.79003906
5246,4738.0,SÃO PAULO,Piquete,104544.6328125,7107.52978516
5253,4884.0,SÃO PAULO,Tejupá,48767.62890625,9624.55957031
5254,4864.0,SÃO PAULO,Sud Mennucci,129771.3046875,15940.45996094
5265,4838.0,SÃO PAULO,Santópolis do Aguapeí,42165.01953125,9958.66992188
5266,4742.0,SÃO PAULO,Pirangi,119322.8359375,11041.25
5273,4291.0,SÃO PAULO,Eldorado,108582.0,7481.18994141
5274,4635.0,SÃO PAULO,Lupércio,43539.8359375,9904.41992188
5279,4256.0,SÃO PAULO,Cardoso,126263.390625,10862.29980469
5287,1766.0,SÃO PAULO,Porto Feliz,773413.9375,16124.87988281
5294,4807.0,SÃO PAULO,Santa Clara d'Oeste,21998.58203125,10274.91015625
5304,4429.0,SÃO PAULO,Balbinos,23049.953125,4907.37988281
5308,4755.0,SÃO PAULO,Porangaba,73702.9296875,8238.65039062
5311,4542.0,SÃO PAULO,Itaberá,327043.71875,18504.23046875
5331,3786.0,SÃO PAULO,Iacri,69659.6015625,10126.41015625
5337,4531.0,SÃO PAULO,Ilha Solteira,1119034.5,44505.03125
5345,4625.0,SÃO PAULO,Lençóis Paulista,1865871.125,29470.11914062
5365,4432.0,SÃO PAULO,Bom Sucesso de Itararé,31981.234375,8059.79003906
5372,4525.0,SÃO PAULO,Iepê,124229.359375,15813.30957031
5386,687.0,SÃO PAULO,Águas da Prata,192788.359375,24927.38085938
5388,4342.0,SÃO PAULO,Trabiju,18223.984375,11997.36035156
5395,193.0,SÃO PAULO,Pontal,581385.875,14804.08007812
5406,1266.0,SÃO PAULO,Brodowski,215118.09375,10501.25
5407,4306.0,SÃO PAULO,Floreal,34732.48046875,12043.16015625
5409,4739.0,SÃO PAULO,Piracicaba,9601211.0,26030.61914062
5411,4266.0,SÃO PAULO,Clementina,61424.9140625,9332.25976562
5418,4238.0,SÃO PAULO,Caconde,221381.296875,11468.16015625
5419,4716.0,SÃO PAULO,Paranapuã,45142.3203125,12073.37011719
5421,3777.0,SÃO PAULO,Guarani d'Oeste,19317.53515625,9577.36035156
5428,4547.0,SÃO PAULO,Itapetininga,2164772.5,14547.41992188
5436,4964.0,SÃO PAULO,Campinas,31654720.0,29731.98046875
5445,4340.0,SÃO PAULO,Torre de Pedra,17932.00976562,5694.50976562
5453,4712.0,SÃO PAULO,Paraguaçu Paulista,723910.1875,16200.29980469
5461,3773.0,SÃO PAULO,Guapiara,175721.890625,8396.90039062
5467,5004.0,SÃO PAULO,Barueri,26908070.0,99595.703125
5484,4885.0,SÃO PAULO,Teodoro Sampaio,222923.21875,10514.25
5493,4259.0,SÃO PAULO,Castilho,641493.875,39684.12109375
5508,4191.0,SÃO PAULO,Andradina,949487.5,16777.47070312
5516,4714.0,SÃO PAULO,Paraíso,70899.6484375,12190.45019531
5525,4249.0,SÃO PAULO,Cândido Mota,442409.15625,14375.13964844
5526,4655.0,SÃO PAULO,Mineiros do Tietê,98549.375,7990.06005859
5530,4814.0,SÃO PAULO,Santa Gertrudes,368870.34375,17541.859375
5543,3762.0,SÃO PAULO,Gabriel Monteiro,69091.734375,25608.5
5550,3764.0,SÃO PAULO,Garça,613207.25,14135.70996094
5556,4524.0,SÃO PAULO,Icém,90258.3984375,13834.83007812
5563,3779.0,SÃO PAULO,Guararapes,532019.125,17949.97070312
